2 	-3.8991 	9.71445e-17 	1.08733 	0.000813161 	0
2 	-3.702 	6.93889e-17 	1.08774 	0.00248709 	0
2 	-3.51411 	5.55112e-17 	1.08846 	0.00430284 	0
2 	-3.33499 	5.55112e-17 	1.08939 	0.00638304 	0
2 	-3.16423 	8.32667e-17 	1.09042 	0.00884261 	0
2 	-3.00143 	1.11022e-16 	1.09142 	0.0117931 	0
2 	-2.84624 	1.249e-16 	1.09229 	0.0153541 	0
2 	-2.69829 	1.38778e-16 	1.0929 	0.0196488 	0
2 	-2.55725 	1.52656e-16 	1.09315 	0.0248023 	0
2 	-2.42279 	1.52656e-16 	1.09296 	0.0309401 	0
2 	-2.29461 	1.80411e-16 	1.0923 	0.0381799 	0
2 	-2.17241 	2.22045e-16 	1.09114 	0.0466381 	0
2 	-2.05592 	2.22045e-16 	1.08951 	0.0564303 	0
2 	-1.94486 	2.35922e-16 	1.08741 	0.0676679 	0
2 	-1.83899 	2.498e-16 	1.08486 	0.0804604 	0
2 	-1.73806 	2.35922e-16 	1.08185 	0.0948999 	0
2 	-1.64184 	2.35922e-16 	1.07834 	0.111046 	0
2 	-1.55011 	2.22045e-16 	1.07429 	0.12891 	0
2 	-1.46266 	1.94289e-16 	1.06968 	0.148449 	0
2 	-1.3793 	2.22045e-16 	1.06451 	0.169559 	0
2 	-1.29983 	2.22045e-16 	1.0589 	0.192109 	0
2 	-1.22406 	1.80411e-16 	1.05298 	0.215981 	0
2 	-1.15184 	1.80411e-16 	1.0468 	0.241121 	0
2 	-1.08298 	1.94289e-16 	1.04009 	0.267547 	0
2 	-1.01734 	1.80411e-16 	1.03227 	0.295272 	0
2 	-0.954763 	1.66533e-16 	1.02257 	0.324196 	0
2 	-0.895107 	1.66533e-16 	1.0102 	0.354098 	0
2 	-0.838235 	1.66533e-16 	0.994588 	0.384285 	0
2 	-0.784018 	1.94289e-16 	0.974922 	0.415642 	0
2 	-0.732332 	2.22045e-16 	0.954769 	0.44537 	0
2 	-0.692472 	2.35922e-16 	0.918803 	0.481295 	4.67567e-21
2 	-0.662767 	2.39392e-16 	0.887226 	0.494255 	-2.08697e-22
2 	-0.632206 	2.25514e-16 	0.854082 	0.501733 	3.76381e-21
2 	-0.600818 	2.35922e-16 	0.819262 	0.512137 	-5.2338e-22
2 	-0.568637 	2.22045e-16 	0.782493 	0.523956 	-2.4527e-21
2 	-0.5357 	2.22045e-16 	0.743584 	0.535842 	-2.65532e-21
2 	-0.509401 	2.498e-16 	0.702336 	0.54814 	-1.33394e-21
2 	-0.492398 	2.63678e-16 	0.805758 	0.604382 	4.00096e-21
2 	-0.467705 	2.77556e-16 	0.757035 	0.618807 	-9.04374e-21
2 	-0.432729 	2.63678e-16 	0.706079 	0.632318 	2.81964e-21
2 	-0.397158 	2.35922e-16 	0.653215 	0.644914 	5.32499e-21
2 	-0.361038 	2.22045e-16 	0.598776 	0.656674 	1.4137e-22
2 	-0.324414 	2.22045e-16 	0.543084 	0.667718 	-5.41068e-22
2 	-0.287337 	2.22045e-16 	0.486459 	0.678167 	1.63148e-21
2 	-0.249855 	2.25948e-16 	0.429247 	0.688095 	1.11103e-21
2 	-0.21202 	2.29417e-16 	0.371863 	0.697507 	-3.92612e-22
2 	-0.173884 	2.11636e-16 	0.314845 	0.706308 	1.71686e-21
2 	-0.135502 	1.8735e-16 	0.25889 	0.714291 	-1.39209e-21
2 	-0.0969254 	1.73472e-16 	0.204875 	0.721137 	1.59303e-21
2 	-0.0582107 	1.59595e-16 	0.153848 	0.7264 	-6.07175e-22
2 	-0.0194128 	1.45717e-16 	0.106985 	0.729507 	1.20755e-22
2 	0.0194128 	6.93889e-17 	0.0655501 	0.729779 	7.2073e-24
2 	0.0582107 	6.245e-17 	0.0308427 	0.726471 	3.5341e-22
2 	0.0969254 	7.63278e-17 	0.00420276 	0.718864 	-8.76632e-22
2 	0.135502 	9.02056e-17 	-0.0129839 	0.706395 	8.14505e-22
2 	0.173884 	6.93889e-17 	-0.019398 	0.688746 	-1.28757e-21
2 	0.21202 	6.93889e-17 	-0.0139953 	0.665935 	-3.38468e-22
2 	0.249855 	6.93889e-17 	0.00368726 	0.638326 	5.6616e-22
2 	0.287337 	5.55112e-17 	0.0332741 	0.606548 	-2.06893e-21
2 	0.324414 	2.77556e-17 	0.0735181 	0.571414 	5.89117e-22
2 	0.361038 	2.77556e-17 	0.122485 	0.533854 	-2.07458e-21
2 	0.397158 	5.55112e-17 	0.177782 	0.494792 	-3.38461e-21
2 	0.432729 	8.32667e-17 	0.236933 	0.4551 	-2.41783e-21
2 	0.467705 	1.11022e-16 	0.297528 	0.415529 	1.43542e-21
2 	0.492398 	1.11022e-16 	0.357347 	0.376662 	-2.62665e-21
2 	0.509401 	1.11022e-16 	0.558316 	0.358038 	-5.53413e-22
2 	0.5357 	1.38778e-16 	0.603876 	0.331258 	4.86869e-21
2 	0.568637 	1.66533e-16 	0.645402 	0.30579 	3.62068e-21
2 	0.600818 	1.45717e-16 	0.684054 	0.281274 	-6.02192e-22
2 	0.632206 	1.26635e-16 	0.722487 	0.257319 	-3.86985e-21
2 	0.662767 	1.47451e-16 	0.765323 	0.235131 	1.31277e-21
2 	0.692472 	1.66533e-16 	0.820584 	0.214208 	-3.24317e-21
2 	0.732332 	1.66533e-16 	0.901244 	0.171591 	0
2 	0.784018 	1.66533e-16 	1.00578 	0.130852 	0
2 	0.838235 	1.66533e-16 	1.11104 	0.0962419 	0
2 	0.895107 	1.66533e-16 	1.20552 	0.0659871 	0
2 	0.954763 	1.66533e-16 	1.27787 	0.0402545 	0
2 	1.01734 	1.66533e-16 	1.32297 	0.019057 	0
2 	1.08298 	1.66533e-16 	1.34325 	0.00199376 	0
2 	1.15184 	1.66533e-16 	1.34549 	-0.0115175 	0
2 	1.22406 	1.66533e-16 	1.33693 	-0.022021 	0
2 	1.29983 	1.38778e-16 	1.32309 	-0.0299506 	0
2 	1.3793 	1.11022e-16 	1.30728 	-0.0357497 	0
2 	1.46266 	1.11022e-16 	1.29116 	-0.0397612 	0
2 	1.55011 	1.11022e-16 	1.27537 	-0.0422611 	0
2 	1.64184 	1.11022e-16 	1.26005 	-0.0434962 	0
2 	1.73806 	1.11022e-16 	1.24519 	-0.0436888 	0
2 	1.83899 	1.11022e-16 	1.23079 	-0.043036 	0
2 	1.94486 	8.32667e-17 	1.2169 	-0.0417016 	0
2 	2.05592 	5.55112e-17 	1.20361 	-0.0398171 	0
2 	2.17241 	5.55112e-17 	1.19099 	-0.0374894 	0
2 	2.29461 	5.55112e-17 	1.17909 	-0.0348121 	0
2 	2.42279 	8.32667e-17 	1.16795 	-0.0318703 	0
2 	2.55725 	1.11022e-16 	1.1576 	-0.0287423 	0
2 	2.69829 	8.32667e-17 	1.14807 	-0.0254939 	0
2 	2.84624 	5.55112e-17 	1.13943 	-0.0221772 	0
2 	3.00143 	5.55112e-17 	1.13171 	-0.0188282 	0
2 	3.16423 	2.77556e-17 	1.12501 	-0.0154677 	0
2 	3.33499 	0 	1.11939 	-0.0121001 	0
2 	3.51411 	0 	1.11495 	-0.00871564 	0
2 	3.702 	0 	1.11182 	-0.00529293 	0
2 	3.8991 	-1.38778e-17 	1.11015 	-0.00177982 	0
