2 	-3.8991 	9.71445e-17 	-0.11611
2 	-3.702 	6.93889e-17 	-0.117047
2 	-3.51411 	5.55112e-17 	-0.1188
2 	-3.33499 	5.55112e-17 	-0.12128
2 	-3.16423 	8.32667e-17 	-0.124405
2 	-3.00143 	1.11022e-16 	-0.128109
2 	-2.84624 	1.249e-16 	-0.132331
2 	-2.69829 	1.38778e-16 	-0.137016
2 	-2.55725 	1.52656e-16 	-0.142113
2 	-2.42279 	1.52656e-16 	-0.147574
2 	-2.29461 	1.80411e-16 	-0.153351
2 	-2.17241 	2.22045e-16 	-0.159399
2 	-2.05592 	2.22045e-16 	-0.165673
2 	-1.94486 	2.35922e-16 	-0.172128
2 	-1.83899 	2.498e-16 	-0.17872
2 	-1.73806 	2.35922e-16 	-0.185409
2 	-1.64184 	2.35922e-16 	-0.192155
2 	-1.55011 	2.22045e-16 	-0.198921
2 	-1.46266 	1.94289e-16 	-0.205674
2 	-1.3793 	2.22045e-16 	-0.212373
2 	-1.29983 	2.22045e-16 	-0.218967
2 	-1.22406 	1.80411e-16 	-0.225379
2 	-1.15184 	1.80411e-16 	-0.231496
2 	-1.08298 	1.94289e-16 	-0.237171
2 	-1.01734 	1.80411e-16 	-0.242241
2 	-0.954763 	1.66533e-16 	-0.246566
2 	-0.895107 	1.66533e-16 	-0.250081
2 	-0.838235 	1.66533e-16 	-0.252821
2 	-0.784018 	1.94289e-16 	-0.254892
2 	-0.732332 	2.22045e-16 	-0.256339
2 	-0.692472 	2.35922e-16 	-0.256908
2 	-0.662767 	2.39392e-16 	-0.257405
2 	-0.632206 	2.25514e-16 	-0.25771
2 	-0.600818 	2.35922e-16 	-0.257891
2 	-0.568637 	2.22045e-16 	-0.257987
2 	-0.5357 	2.22045e-16 	-0.258004
2 	-0.509401 	2.498e-16 	-0.25795
2 	-0.492398 	2.63678e-16 	-0.259401
2 	-0.467705 	2.77556e-16 	-0.259337
2 	-0.432729 	2.63678e-16 	-0.259217
2 	-0.397158 	2.35922e-16 	-0.259054
2 	-0.361038 	2.22045e-16 	-0.258856
2 	-0.324414 	2.22045e-16 	-0.258635
2 	-0.287337 	2.22045e-16 	-0.258402
2 	-0.249855 	2.25948e-16 	-0.258167
2 	-0.21202 	2.29417e-16 	-0.257941
2 	-0.173884 	2.11636e-16 	-0.257733
2 	-0.135502 	1.8735e-16 	-0.257552
2 	-0.0969254 	1.73472e-16 	-0.257406
2 	-0.0582107 	1.59595e-16 	-0.257301
2 	-0.0194128 	1.45717e-16 	-0.257241
2 	0.0194128 	6.93889e-17 	-0.257229
2 	0.0582107 	6.245e-17 	-0.257264
2 	0.0969254 	7.63278e-17 	-0.257344
2 	0.135502 	9.02056e-17 	-0.257466
2 	0.173884 	6.93889e-17 	-0.257624
2 	0.21202 	6.93889e-17 	-0.25781
2 	0.249855 	6.93889e-17 	-0.258015
2 	0.287337 	5.55112e-17 	-0.258231
2 	0.324414 	2.77556e-17 	-0.258446
2 	0.361038 	2.77556e-17 	-0.258651
2 	0.397158 	5.55112e-17 	-0.258835
2 	0.432729 	8.32667e-17 	-0.258987
2 	0.467705 	1.11022e-16 	-0.259097
2 	0.492398 	1.11022e-16 	-0.259154
2 	0.509401 	1.11022e-16 	-0.257667
2 	0.5357 	1.38778e-16 	-0.257713
2 	0.568637 	1.66533e-16 	-0.257691
2 	0.600818 	1.45717e-16 	-0.257592
2 	0.632206 	1.26635e-16 	-0.257411
2 	0.662767 	1.47451e-16 	-0.257109
2 	0.692472 	1.66533e-16 	-0.256616
2 	0.732332 	1.66533e-16 	-0.256048
2 	0.784018 	1.66533e-16 	-0.254611
2 	0.838235 	1.66533e-16 	-0.252556
2 	0.895107 	1.66533e-16 	-0.249835
2 	0.954763 	1.66533e-16 	-0.246345
2 	1.01734 	1.66533e-16 	-0.242047
2 	1.08298 	1.66533e-16 	-0.237005
2 	1.15184 	1.66533e-16 	-0.231358
2 	1.22406 	1.66533e-16 	-0.225268
2 	1.29983 	1.38778e-16 	-0.21888
2 	1.3793 	1.11022e-16 	-0.212308
2 	1.46266 	1.11022e-16 	-0.205628
2 	1.55011 	1.11022e-16 	-0.198891
2 	1.64184 	1.11022e-16 	-0.192139
2 	1.73806 	1.11022e-16 	-0.185404
2 	1.83899 	1.11022e-16 	-0.178725
2 	1.94486 	8.32667e-17 	-0.17214
2 	2.05592 	5.55112e-17 	-0.165691
2 	2.17241 	5.55112e-17 	-0.159421
2 	2.29461 	5.55112e-17 	-0.153376
2 	2.42279 	8.32667e-17 	-0.147601
2 	2.55725 	1.11022e-16 	-0.142141
2 	2.69829 	8.32667e-17 	-0.137045
2 	2.84624 	5.55112e-17 	-0.13236
2 	3.00143 	5.55112e-17 	-0.128138
2 	3.16423 	2.77556e-17 	-0.124433
2 	3.33499 	0 	-0.121307
2 	3.51411 	0 	-0.118827
2 	3.702 	0 	-0.117073
2 	3.8991 	-1.38778e-17 	-0.116136
